Authors,Article Title,Source Title,Study,Study,Species common name,Species,,Regne,Phyla,Classe,Ordre,Factor,Factor variation,Crossing/wild,Method,Type of h? (narrow / broad),keep?,comment,Which is stressful?,Stress (heat/acidity/drought/wet),trait,trait type (lht/morpho/physio/behav),error type,h? mild environment,se h? mild,range of CI mild,SE m,h? harsh environment,se h? harsh environment,range of CI harsh,SE h,error type,evolvability mild environment,se evolvability mild environment,evolvability harsh environment,se evolvability harsh environment,error type,Evol_Mild,Evol_Harsh,Va mild environment,se Va mild environment,Va harsh environment,se Va harsh environment,Vp mild,Vp harsh,mean mild,se mean mild,mean harsh,se mean harsh,ISSN,Publication Year,Volume,Issue,Start Page,End Page,Article Number,DOI,Early Access Date,UT (Unique WOS ID)
,,,34,31,Atlantic salmon,Salmo salar,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,hypoxia,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,"Oir pop, exp. 2",hypoxia,hypoxia,Length  ,Morphology,95% CI,0.58,.4-.98,0.58,0.147959184,0.31,0-.69,0.69,0.176020408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34,31,Atlantic salmon,Salmo salar,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,hypoxia,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,"Scorff pop, exp. 1",hypoxia,hypoxia,Incubation time,LHT,95% CI,0.48,.09-.82,0.73,0.18622449,0.09,0-..75,0.75,0.191326531,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34,31,Atlantic salmon,Salmo salar,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,hypoxia,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,"Scorff pop, exp. 1",hypoxia,hypoxia,Length  ,Morphology,95% CI,0.41,0-.99,0.99,0.25255102,0.27,0-.63,0.63,0.160714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34,31,Atlantic salmon,Salmo salar,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,hypoxia,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,"Scorff pop, exp. 2",hypoxia,hypoxia,Survival,LHT,95% CI,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34,31,Atlantic salmon,Salmo salar,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,hypoxia,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,"Scorff pop, exp. 2",hypoxia,hypoxia,Incubation time,LHT,95% CI,0.38,0-.99,0.99,0.25255102,0.27,0-.75,0.75,0.191326531,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34,31,Atlantic salmon,Salmo salar,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,hypoxia,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,"Scorff pop, exp. 2",hypoxia,hypoxia,Length  ,Morphology,95% CI,0.57,.43-.70,0.27,0.068877551,0.08,0-.02,0.02,0.005102041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34,31,Atlantic salmon,Salmo salar,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,hypoxia,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,"Saison pop, exp. 1",hypoxia,hypoxia,Survival,LHT,95% CI,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34,31,Atlantic salmon,Salmo salar,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,hypoxia,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,"Saison pop, exp. 1",hypoxia,hypoxia,Incubation time,LHT,95% CI,0,0,0,0,0.05,0-.98,0.98,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34,31,Atlantic salmon,Salmo salar,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,hypoxia,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,"Saison pop, exp. 1",hypoxia,hypoxia,Length  ,Morphology,95% CI,0.64,.37-.99,0.62,0.158163265,0.59,.37-.79,0.42,0.107142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34,31,Atlantic salmon,Salmo salar,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,hypoxia,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,"Saison pop, exp. 2",hypoxia,hypoxia,Survival,LHT,95% CI,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34,31,Atlantic salmon,Salmo salar,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,hypoxia,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,"Saison pop, exp. 2",hypoxia,hypoxia,Incubation time,LHT,95% CI,0.52,.36-.66,0.3,0.076530612,0.68,.41-.88,0.47,0.119897959,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34,31,Atlantic salmon,Salmo salar,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,hypoxia,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,"Saison pop, exp. 2",hypoxia,hypoxia,Length  ,Morphology,95% CI,0.51,.19-.99,0.8,0.204081633,0.45,.25-.99,0.74,0.18877551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34,31,Atlantic salmon,Salmo salar,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,hypoxia,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,"Allier pop, exp. 1",hypoxia,hypoxia,Survival,LHT,95% CI,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34,31,Atlantic salmon,Salmo salar,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,hypoxia,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,"Allier pop, exp. 1",hypoxia,hypoxia,Incubation time,LHT,95% CI,0.55,.38-.72,0.34,0.086734694,0.49,.31-.66,0.35,0.089285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34,31,Atlantic salmon,Salmo salar,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,hypoxia,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,"Allier pop, exp. 1",hypoxia,hypoxia,Length  ,Morphology,95% CI,0.68,.47-.99,0.52,0.132653061,0.54,.37-.70,0.33,0.084183673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eads, AR; Mitchell, NJ; Evans, JP","PATTERNS OF GENETIC VARIATION IN DESICCATION TOLERANCE IN EMBRYOS OF THE TERRESTRIAL-BREEDING FROG, PSEUDOPHRYNE GUENTHERI",EVOLUTION,35,32,Crawling frog,Pseudophryne guentheri,,Aniimalia,Chordata,Amphibia,Anura,drought,Field experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,no estimates of SE,dry treatment,drought,Survival,LHT,none,0,,,NA,0,,,NA,,,,,,,,,,,,,,,,,,,0014-3820,2012,66,9,2865,2877,,10.1111/j.1558-5646.2012.01616.x,,WOS:000308405100015
,,,35,32,Crawling frog,Pseudophryne guentheri,,Aniimalia,Chordata,Amphibia,Anura,drought,Field experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,,dry treatment,drought,Time to hatch,LHT,none,0.18,,,NA,0.37,,,NA,,,,,,,,,,,,,,,,,,,1614-2942,2012,8,4,801,810,,10.1007/s11295-011-0465-4,,WOS:000307291800014
,,,35,32,Crawling frog,Pseudophryne guentheri,,Aniimalia,Chordata,Amphibia,Anura,drought,Field experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,,dry treatment,drought,Mass,Morphology,none,0.47,,,NA,0.01,,,NA,,,,,,,,,,,,,,,,,,,1010-061X,2012,25,6,1209,1215,,10.1111/j.1420-9101.2012.02513.x,,WOS:000304033000017
,,,35,32,Crawling frog,Pseudophryne guentheri,,Aniimalia,Chordata,Amphibia,Anura,drought,Field experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,,dry treatment,drought,Body size,Morphology,none,0.07,,,NA,0.01,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,35,32,Crawling frog,Pseudophryne guentheri,,Aniimalia,Chordata,Amphibia,Anura,drought,Field experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,,dry treatment,drought,Body shape (rel. warp 1),Morphology,none,0.37,,,NA,0.14,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,35,32,Crawling frog,Pseudophryne guentheri,,Aniimalia,Chordata,Amphibia,Anura,drought,Field experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,,dry treatment,drought,Body shape (rel. warp 2),Morphology,none,0.12,,,NA,0.07,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,35,32,Crawling frog,Pseudophryne guentheri,,Aniimalia,Chordata,Amphibia,Anura,drought,Field experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,,dry treatment,drought,Body shape (rel. warp 3),Morphology,none,0,,,NA,0.02,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aparicio, A; Zuki, S; Pastorino, M; Martinez-Meier, A; Gallo, L",Heritable variation in the survival of seedlings from Patagonian cypress marginal xeric populations coping with drought and extreme cold,TREE GENETICS & GENOMES,36,33,Patagonian cypress,Austrocedrus chilensis,,Plantae,Gymnosperms,Pinopsida,Pinales,drought,Field experiment,wild offspring,full sib GLMM,broad sense,1,"Two natural sites, experiment 2 described as drier and more extreme; only used post-summer and not post-winter, because not interested in cold tolerance, only drought tolerance and ramifications for CC; Canada Molina",Experiment 2,drought,Survival,LHT,se,0.28,0.15,,0.15,0.77,0.32,,0.32,,,,,,,,,,,,,,,,,,,1354-1013,2011,17,3,1277,1288,,10.1111/j.1365-2486.2010.02316.x,,WOS:000286837900003
,,,36,33,Patagonian cypress,Austrocedrus chilensis,,Plantae,Gymnosperms,Pinopsida,Pinales,drought,Field experiment,wild offspring,full sib GLMM,broad sense,1,Canada Rahueco,Experiment 2,drought,Survival,LHT,se,0,0,,0,1.1,0.33,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,36,33,Patagonian cypress,Austrocedrus chilensis,,Plantae,Gymnosperms,Pinopsida,Pinales,drought,Field experiment,wild offspring,full sib GLMM,broad sense,1,Catan lil,Experiment 2,drought,Survival,LHT,se,0,0,,0,1.13,0.32,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,36,33,Patagonian cypress,Austrocedrus chilensis,,Plantae,Gymnosperms,Pinopsida,Pinales,drought,Field experiment,wild offspring,full sib GLMM,broad sense,1,Chacabuco,Experiment 2,drought,Survival,LHT,se,0,0,,0,1.02,0.26,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,36,33,Patagonian cypress,Austrocedrus chilensis,,Plantae,Gymnosperms,Pinopsida,Pinales,drought,Field experiment,wild offspring,full sib GLMM,broad sense,1,Chacay,Experiment 2,drought,Survival,LHT,se,0,0,,0,0.91,0.28,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,36,33,Patagonian cypress,Austrocedrus chilensis,,Plantae,Gymnosperms,Pinopsida,Pinales,drought,Field experiment,wild offspring,full sib GLMM,broad sense,1,La Fragua,Experiment 2,drought,Survival,LHT,se,0,0,,0,0.45,0.23,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,36,33,Patagonian cypress,Austrocedrus chilensis,,Plantae,Gymnosperms,Pinopsida,Pinales,drought,Field experiment,wild offspring,full sib GLMM,broad sense,1,Pilcaneu Norte,Experiment 2,drought,Survival,LHT,se,0.71,0.24,,0.24,0.59,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,36,33,Patagonian cypress,Austrocedrus chilensis,,Plantae,Gymnosperms,Pinopsida,Pinales,drought,Field experiment,wild offspring,full sib GLMM,broad sense,1,Pilcaneu Sur,Experiment 2,drought,Survival,LHT,se,0.68,0.27,,0.27,0.63,0.21,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,36,33,Patagonian cypress,Austrocedrus chilensis,,Plantae,Gymnosperms,Pinopsida,Pinales,drought,Field experiment,wild offspring,full sib GLMM,broad sense,1,El Maiten,Experiment 2,drought,Survival,LHT,se,0,0,,0,0.62,0.21,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,36,33,Patagonian cypress,Austrocedrus chilensis,,Plantae,Gymnosperms,Pinopsida,Pinales,drought,Field experiment,wild offspring,full sib GLMM,broad sense,1,Leleque,Experiment 2,drought,Survival,LHT,se,0,0,,0,0.32,0.15,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ketola, T; Kellermann, V; Kristensen, TN; Loeschcke, V","Constant, cycling, hot and cold thermal environments: strong effects on mean viability but not on genetic estimates",JOURNAL OF EVOLUTIONARY BIOLOGY,37,34,fruitfly,Drosophila melanogaster,,Aniimalia,Chordata,Insecta,Diptera,temperature,Lab experiment,offspring of wild pairs reared for 20 generations in lab,hafl/full sib animal model,narrow sense,1,only looked at high temperature not cycling temperature treatments,+ 5C,heat,Survival,LHT,95% CI,0.233,".147,.369",0.222,0.056632653,0.197,".119,.308",0.189,0.048214286,,,,,,,,,,,,,,,,,,,0269-8463,2011,25,1,111,121,,10.1111/j.1365-2435.2010.01778.x,,WOS:000286468500011
"Shama, LNS;Campero-Paz M; Wegner M; De Block M; Stoks R",Latitudinal and voltinism compensation shape thermal reaction norms for growth rate,MOLECULAR ECOLOGY,38,35,damselfly,Ischnura elegans,,Aniimalia,Chordata,Insecta,Odonata,temperature,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,Sweden,+ 6C,heat,larval growth rate,LHT,95% CI,0.71,.49-.92,0.43,0.109693878,0.88,.68-.96,0.28,0.071428571,,,,,,,,,,,,,,,,,,,0014-3820,2010,64,8,2221,2237,,10.1111/j.1558-5646.2010.00991.x,,WOS:000280632900003
,,,38,35,damselfly,Ischnura elegans,,Aniimalia,Chordata,Insecta,Odonata,temperature,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,Belgium ,+ 6C,heat,larval growth rate,LHT,95% CI,0.68,.4-.9,0.5,0.12755102,0.79,.54-.94,0.4,0.102040816,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,38,35,damselfly,Ischnura elegans,,Aniimalia,Chordata,Insecta,Odonata,temperature,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,France,+ 6C,heat,larval growth rate,LHT,95% CI,0.6,.38-.83,0.45,0.114795918,0.68,.38-.88,0.5,0.12755102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Husby, A; Nussey, DH; Visser, ME; Wilson, AJ; Sheldon, BC; Kruuk, LEB",CONTRASTING PATTERNS OF PHENOTYPIC PLASTICITY IN REPRODUCTIVE TRAITS IN TWO GREAT TIT (PARUS MAJOR) POPULATIONS,EVOLUTION,42,36,great tit,Parus major,,Aniimalia,Chordata,Aves,Passeriformes,temperature,Natural variation,wild individuals,animal model,narrow sense,1,take the extreme from Random regression | Hoge Veluwe,+1 (std),heat,laying date,LHT,none,0.09,,,NA,0.265,,,NA,none,9.32,,21.523,,se,9.32,21.523,2.788,1.435,11.416,3.954,31.047,43.055,,,,,0037-5349,2010,59,02-mars,49,57,,10.1515/sg-2010-0006,,WOS:000281546800001
,,,42,36,great tit,Parus major,,Aniimalia,Chordata,Aves,Passeriformes,temperature,Natural variation,wild individuals,animal model,narrow sense,1,Wytham Woods,+1 (std),heat,laying date,LHT,none,0.133,,,NA,0.116,,,NA,none,9.119,,17.034,,se,9.119,17.034,5.178,0.839,5.153,1.666,41.252,44.247,,,,,,,,,,,,,,
"Janhunen, M; Piironen, J; Peuhkuri, N",Parental effects on embryonic viability and growth in Arctic charr Salvelinus alpinus at two incubation temperatures,JOURNAL OF FISH BIOLOGY,44,37,Arctic charr,Salvelinus alpinus,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,Temperature,Lab experiment,hatchery brood stock,hafl/full sib animal model,broad sense,1,,Warmer temperatures (7 degrees),heat,Embryo survival,LHT,none,0.03,,,NA,0,,,NA,,,,,,none,,,1.79,,0,,,,,,,,0962-1083,2008,17,1,179,188,,10.1111/j.1365-294X.2007.03436.x,,WOS:000251740500015
,,,44,37,Arctic charr,Salvelinus alpinus,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,Temperature,Lab experiment,hatchery brood stock,hafl/full sib animal model,broad sense,1,,,heat,Larval standard length,Morphology,none,0.42,,,NA,0.3,,,NA,,,,,,none,,,0.46,,0.48,,,,,,,,,,,,,,,,,
,,,44,37,Arctic charr,Salvelinus alpinus,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,Temperature,Lab experiment,hatchery brood stock,hafl/full sib animal model,broad sense,1,,,heat,Yolk sac volume,Morphology,none,0.005,,,NA,0.16,,,NA,,,,,,none,,,0.81,,24.99,,,,,,,,,,,,,,,,,
"McGaugh, SE; Schwanz, LE; Bowden, RM; Gonzalez, JE; Janzen, FJ",Inheritance of nesting behaviour across natural environmental variation in a turtle with temperature-dependent sex determination,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,45,38,Painted turtle,Chrysemys picta,,Aniimalia,Chordata,Reptilia ,Testudines,Temperature,Natural variation,Wild individuals,animal model pedigree inferred from genetic data,narrow sense,0,"Three ?environments?; cold winters, mild winters, hot winters","Not sure, both hot and cold I presume",heat,Data of first nest,LHT,95% CI,0.103,-0.073 to 0.278,0.356,0.090816327,0.166,[0.020;0.313],0.293,0.074744898,,,,,,,,,0.084,0.066836735,Cold=0.038; hot=0.131,Cold=-0.047 to 0.154; hot=0.029 to 0.236,,,,,,,1354-1013,2007,13,8,1596,1604,,10.1111/j.1365-2486.2007.01400.x,,WOS:000248959400005
,,,45,38,Painted turtle,Chrysemys picta,,Aniimalia,Chordata,Reptilia ,Testudines,Temperature,Natural variation,Wild individuals,animal model pedigree inferred from genetic data,narrow sense,0,,negative values in CI,cold,Data of first nest,LHT,95% CI,0.103,-0.073 to 0.278,0.351,0.089540816,0.06,[-0.131;0.250],0.381,0.097193878,,,,,,,,,na,na,cold=na; hot=0.189,Hot=0.098 to 0.280,,,,,,,,,,,,,,,,
"Garant, D; Hadfield, JD; Kruuk, LEB; Sheldon, BC",Stability of genetic variance and covariance for reproductive characters in the face of climate change in a wild bird population,MOLECULAR ECOLOGY,48,39,great tit,Parus major,,Aniimalia,Chordata,Aves,Passeriformes,Temperature,Natural variation,Wild individuals,animal model,narrow sense,1,,warming,heat,Laying date,LHT,se,0.29,0.05,,0.05,0.26,0.05,,0.05,,,,,,se,0.101002209,0.095886177,0.79,0.12,0.68,0.12,2.73,2.58,8.8,,8.6,,0014-3820,2004,58,7,1459,1471,,,,WOS:000222982800006
,,,48,39,great tit,Parus major,,Aniimalia,Chordata,Aves,Passeriformes,Temperature,Natural variation,Wild individuals,animal model,narrow sense,1,,,heat,Clutch size,LHT,se,0.16,0.03,,0.03,0.09,0.03,,0.03,,,,,,se,0.088753655,0.102203335,7.57,1.48,5.43,1.36,48.02,58.1,31,,22.8,,,,,,,,,,,
,,,48,39,great tit,Parus major,,Aniimalia,Chordata,Aves,Passeriformes,Temperature,Natural variation,Wild individuals,animal model,narrow sense,1,,,heat,Egg mass,Morphology,se,0.45,0.06,,0.06,0.51,0.06,,0.06,,,,,,se,0.053582161,0.054223863,0.0082,0.001,0.0082,0.0009,0.0182,0.0159,1.69,,1.67,,,,,,,,,,,
"Lau, JA; Shaw, RG; Reich, PB; Shaw, FH; Tiffin, P",Strong ecological but weak evolutionary effects of elevated CO2 on a recombinant inbred population of Arabidopsis thaliana,NEW PHYTOLOGIST,50,40,Thale cress,Arabidopsis thaliana,,Plantae,Angiosperm,Eudicots,Brassicales,CO2,Field experiment,Offspring of two wild individuals,Recombinant inbred lines (RILs),broad sense,0,2 individuals as source |CO2 not in common with other studies,Elevated CO2,CO2,Fruit production (fitness),LHT,none,0.29,,,NA,0.31,,,NA,,,,,,none,,,0.039,,0.04,,,,,,,,0015-749X,2000,46,4,487,495,,,,WOS:000170456000003
,,,50,40,Thale cress,Arabidopsis thaliana,,Plantae,Angiosperm,Eudicots,Brassicales,CO2,Field experiment,Offspring of two wild individuals,Recombinant inbred lines (RILs),broad sense,0,2 individuals as source |CO2 not in common with other studies,Elevated CO2,CO2,Biomass,Morphology,none,0.18,,,NA,0.15,,,NA,,,,,,none,,,0.163,,0.133,,,,,,,,,,,,,,,,,
,,,50,40,Thale cress,Arabidopsis thaliana,,Plantae,Angiosperm,Eudicots,Brassicales,CO2,Field experiment,Offspring of two wild individuals,Recombinant inbred lines (RILs),broad sense,0,2 individuals as source |CO2 not in common with other studies,Elevated CO2,CO2,Flowering date,LHT,none,0.51,,,NA,0.52,,,NA,,,,,,none,,,0.531,,0.549,,,,,,,,,,,,,,,,,
,,,50,40,Thale cress,Arabidopsis thaliana,,Plantae,Angiosperm,Eudicots,Brassicales,CO2,Field experiment,Offspring of two wild individuals,Recombinant inbred lines (RILs),broad sense,0,2 individuals as source |CO2 not in common with other studies,Elevated CO2,CO2,June rosette size,Morphology,none,0.18,,,NA,0.18,,,NA,,,,,,none,,,0.156,,0.155,,,,,,,,,,,,,,,,,
,,,50,40,Thale cress,Arabidopsis thaliana,,Plantae,Angiosperm,Eudicots,Brassicales,CO2,Field experiment,Offspring of two wild individuals,Recombinant inbred lines (RILs),broad sense,0,2 individuals as source |CO2 not in common with other studies,Elevated CO2,CO2,Specific leaf area,Morphology,none,0.12,,,NA,0.09,,,NA,,,,,,none,,,0.12,,0.089,,,,,,,,,,,,,,,,,
,,,50,40,Thale cress,Arabidopsis thaliana,,Plantae,Angiosperm,Eudicots,Brassicales,CO2,Field experiment,Offspring of two wild individuals,Recombinant inbred lines (RILs),broad sense,0,2 individuals as source |CO2 not in common with other studies,Elevated CO2,CO2,Height,Morphology,none,0.39,,,NA,0.44,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,50,40,Thale cress,Arabidopsis thaliana,,Plantae,Angiosperm,Eudicots,Brassicales,CO2,Field experiment,Offspring of two wild individuals,Recombinant inbred lines (RILs),broad sense,0,2 individuals as source |CO2 not in common with other studies,Elevated CO2,CO2,Stem number,Morphology,none,0.32,,,NA,0.39,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,50,40,Thale cress,Arabidopsis thaliana,,Plantae,Angiosperm,Eudicots,Brassicales,CO2,Field experiment,Offspring of two wild individuals,Recombinant inbred lines (RILs),broad sense,0,2 individuals as source |CO2 not in common with other studies,Elevated CO2,CO2,May rosette size,Morphology,none,0.15,,,NA,0.16,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,50,40,Thale cress,Arabidopsis thaliana,,Plantae,Angiosperm,Eudicots,Brassicales,CO2,Field experiment,Offspring of two wild individuals,Recombinant inbred lines (RILs),broad sense,0,2 individuals as source |CO2 not in common with other studies,Elevated CO2,CO2,May leaf number,Morphology,none,0.12,,,NA,0.1,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,50,40,Thale cress,Arabidopsis thaliana,,Plantae,Angiosperm,Eudicots,Brassicales,CO2,Field experiment,Offspring of two wild individuals,Recombinant inbred lines (RILs),broad sense,0,2 individuals as source |CO2 not in common with other studies,Elevated CO2,CO2,Damage from predator P,Morphology,none,0.02,,,NA,0.03,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,50,40,Thale cress,Arabidopsis thaliana,,Plantae,Angiosperm,Eudicots,Brassicales,CO2,Field experiment,Offspring of two wild individuals,Recombinant inbred lines (RILs),broad sense,0,2 individuals as source |CO2 not in common with other studies,Elevated CO2,CO2,Damage from predator PL,Morphology,none,0.08,,,NA,0.07,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Evolutionary potential of Chamaecrista fasciculata in relation to climate change. II. Genetic architecture of three populations reciprocally planted along an environmental gradient in the great plains,EVOLUTION,52,41,Partridge pea,Chamaecrista fasciculata,,Plantae,Angiosperm,Eudicots,Fabales,Draught resistance,"Field experiment, reciprocal transplant",offspring of wild pairs,hafl/full sibs,narrow sense,1,North population (less arid),Aridity,drought,Fecundity,LHT,none,0.004,,,NA,0.044,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,52,41,Partridge pea,Chamaecrista fasciculata,,Plantae,Angiosperm,Eudicots,Fabales,Draught resistance,"Field experiment, reciprocal transplant",offspring of wild pairs,hafl/full sibs,narrow sense,1,North population (less arid),Aridity,drought,Reproduction,LHT,none,0.065,,,NA,0.215,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,52,41,Partridge pea,Chamaecrista fasciculata,,Plantae,Angiosperm,Eudicots,Fabales,Draught resistance,"Field experiment, reciprocal transplant",offspring of wild pairs,hafl/full sibs,narrow sense,1,North population (less arid),Aridity,drought,Leaf number,Morphology,none,0.053,,,NA,0.225,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,52,41,Partridge pea,Chamaecrista fasciculata,,Plantae,Angiosperm,Eudicots,Fabales,Draught resistance,"Field experiment, reciprocal transplant",offspring of wild pairs,hafl/full sibs,narrow sense,1,North population (less arid),Aridity,drought,Leaf area,Morphology,none,0.181,,,NA,0.266,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,52,41,Partridge pea,Chamaecrista fasciculata,,Plantae,Angiosperm,Eudicots,Fabales,Draught resistance,"Field experiment, reciprocal transplant",offspring of wild pairs,hafl/full sibs,narrow sense,1,South population (more arid),Aridity,drought,Fecundity,LHT,none,0.225,,,NA,0.276,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,52,41,Partridge pea,Chamaecrista fasciculata,,Plantae,Angiosperm,Eudicots,Fabales,Draught resistance,"Field experiment, reciprocal transplant",offspring of wild pairs,hafl/full sibs,narrow sense,1,South population (more arid),Aridity,drought,Reproduction,LHT,none,0.225,,,NA,0.276,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,52,41,Partridge pea,Chamaecrista fasciculata,,Plantae,Angiosperm,Eudicots,Fabales,Draught resistance,"Field experiment, reciprocal transplant",offspring of wild pairs,hafl/full sibs,narrow sense,1,South population (more arid),Aridity,drought,Leaf number,Morphology,none,0.276,,,NA,0.102,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,52,41,Partridge pea,Chamaecrista fasciculata,,Plantae,Angiosperm,Eudicots,Fabales,Draught resistance,"Field experiment, reciprocal transplant",offspring of wild pairs,hafl/full sibs,narrow sense,1,South population (more arid),Aridity,drought,Leaf area,Morphology,none,0.102,,,NA,0.225,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sonesson, J; Eriksson, G",Genotypic stability and genetic parameters for growth and biomass traits in a water x temperature factorial experiment with Pinus sylvestris L. seedlings,FOREST SCIENCE,54,42,Scots pine,Pinus sylvestris,,Plantae,Gymnosperms,Pinopsida,Pinales,Temperature and water limitation,Lab experiment,Offspring of clones from two populaitons,Half-sibs,broad sense,1,Central population | 18?C,drought (temperature unclear as performances under 25 are good),drought,Height,Morphology,se,0.73,0.18,,0.18,0.52,0.15,,0.15,none,16.3,,12.6,,,16.3,12.6,,,,,,,,,,,,,,,,,,,,
