Study	Species	Trait	fit.trait	Heritability	Evolvability	Mean	Ie	Type	Scale	Organism	Measure
McAdam.&.Boutin.(2003)	Tamiasciurus.hudsonicus	Growth.rate	no	0.48	3.344	1.91	3.623	Growth	Weight	Mammal	Narrowsense
McAdam.&.Boutin.(2003)	Tamiasciurus.hudsonicus	Growth.rate	no	1.01	8.201	1.66	-0.081	Growth	Weight	Mammal	Narrowsense
Merila.(1997)	Ficedula.albicollis	tarsus.length	no	0.69	0.055	19.27	0.025	Size	Linear	Bird	Narrowsense
Merila.(1997)	Ficedula.albicollis	tarsus.length	no	0.37	0.041	19.08	0.07	Size	Linear	Bird	Narrowsense
Merila.(1997)	Ficedula.albicollis	tarsus.length	no	0.64	0.061	19.2	0.034	Size	Linear	Bird	Narrowsense
Merila.(1997)	Ficedula.albicollis	tarsus.length	no	0.58	0.058	19.15	0.042	Size	Linear	Bird	Narrowsense
Merila.&.Gustafsson.(1993)	Ficedula.albicollis	Beak.width	no	0.396	0.086	4.14	0.131	Size	Linear	Bird	Narrowsense
Merila.&.Gustafsson.(1993)	Ficedula.albicollis	Beak.depth	no	0.378	0.061	3.26	0.101	Size	Linear	Bird	Narrowsense
Merila.&.Gustafsson.(1993)	Ficedula.albicollis	Beak.length	no	0.411	0.038	13.46	0.055	Size	Linear	Bird	Narrowsense
Merila.&.Gustafsson.(1993)	Ficedula.albicollis	Tarsus.length	no	0.534	0.039	19.54	0.034	Size	Linear	Bird	Narrowsense
Merila.&.Gustafsson.(1993)	Ficedula.albicollis	Wing.length	no	0.514	0.027	81.45	0.025	Size	Linear	Bird	Narrowsense
Merila.&.Gustafsson.(1993)	Ficedula.albicollis	Tail.length	no	0.454	0.036	51.42	0.044	Size	Linear	Bird	Narrowsense
Merila.&.Gustafsson.(1993)	Ficedula.albicollis	Length.of.first.primary	no	0.541	0.095	36.94	0.081	Size	Linear	Bird	Narrowsense
Merila.et.al..(1998)	Ficedula.albicollis	tarsus.length	no	0.59	0.045	19.18	0.031	Size	Linear	Bird	Narrowsense
Merila.et.al..(1998)	Ficedula.albicollis	tarsus.length	no	0.59	0.036	19.02	0.025	Size	Linear	Bird	Narrowsense
Messina.&.Fry.(2003)	Callosobruchus.maculatus	Mass	no	0.48	0.98	4.88	1.062	Size	Weight	Insect	Narrowsense
Messina.&.Fry.(2003)	Callosobruchus.maculatus	"Fecundity,.seed..present"	yes	0.6	4.252	64.5	2.835	LH	Count	Insect	Narrowsense
Messina.&.Fry.(2003)	Callosobruchus.maculatus	"Fecundity,seed.absent"	yes	0.4	27.479	20.5	41.218	LH	Count	Insect	Narrowsense
Messina.&.Fry.(2003)	Callosobruchus.maculatus	"Longevity,.seed.present"	yes	0.28	0.83	8.9	2.134	LH	Time	Insect	Narrowsense
Messina.&.Fry.(2003)	Callosobruchus.maculatus	"Longevity,..seed.absent"	yes	0.25	2.002	15.27	6.007	LH	Time	Insect	Narrowsense
Miller.&.Sinervo.(2007)	Ariolimax.dolichophallus	Body.mass	no	1.28	16.32248914	80.79	-3.5705445	Size	Weight	Mollusc	Narrowsense
Milner.et.al..(2000)	Ovis.aries	Female.Body.weight	no	0.24	0.354	19.16	1.121	Size	Weight	Mammal	Narrowsense
Milner.et.al..(2000)	Ovis.aries	Female.hind.leg.length	no	0.26	0.066	173.67	0.189	Size	Linear	Mammal	Narrowsense
Milner.et.al..(2000)	Ovis.aries	female.incisor.breadth	no	0.17	0.049	24.66	0.241	Size	Linear	Mammal	Narrowsense
Milner.et.al..(2000)	Ovis.aries	Male.body.weight	no	0.12	0.259	20.6	1.901	Size	Linear	Mammal	Narrowsense
Milner.et.al..(2000)	Ovis.aries	Male.hind.leg.length	no	0.2	0.05	174.46	0.201	Size	Linear	Mammal	Narrowsense
Milner.et.al..(2000)	Ovis.aries	Male.incisor.bredth	no	0.29	0.073	24.31	0.178	Size	Linear	Mammal	Narrowsense
Morrow.et.al..(2008)	Drosophila.melanogaster	Sperm.length	no	0.82	0.051076	1834.1	0.011211805	Size	Linear	Insect	Narrowsense
Morrow.et.al..(2008)	Drosophila.melanogaster	Sperm.length	no	0.51	0.077841	1820.3	0.074788412	Size	Linear	Insect	Narrowsense
Nespolo.et.al..(2003)	Phyllotis.darwini	birth.mass	no	0.01	0.003	3.9	0.275	Size	Weight	Mammal	Narrowsense
Nespolo.et.al..(2003)	Phyllotis.darwini	mass.3.month	no	0.01	0.006	49	0.583	Size	Weight	Mammal	Narrowsense
Nespolo.et.al..(2003)	Phyllotis.darwini	mass.6.month	no	0.01	0.000073	58.3	0.0073	Size	Weight	Mammal	Narrowsense
Nespolo.et.al..(2003)	Phyllotis.darwini	mass.8.month	no	0.01	0.00041	58.8	0.041	Size	Weight	Mammal	Narrowsense
Nespolo.et.al..(2003)	Phyllotis.darwini	Total.length	no	0.39	5.306	11.3	8.299	Size	Linear	Mammal	Narrowsense
Nespolo.et.al..(2003)	Phyllotis.darwini	foot.length	no	0.47	26.309	33.4	29.667	Size	Linear	Mammal	Narrowsense
Nespolo.et.al..(2003)	Phyllotis.darwini	rectal.body.temperature.day	no	0.4	40.997	36.9	61.496	Physiological	Temperature	Mammal	Narrowsense
Nespolo.et.al..(2003)	Phyllotis.darwini	rectal.body.temperature.night	no	0.68	69.559	38.5	32.734	Physiological	Temperature	Mammal	Narrowsense
Nespolo.et.al..(2003)	Phyllotis.darwini	BMR.warm	no	0.01	0.0024	60.4	0.241	Physiological	Ratio	Mammal	Narrowsense
Nespolo.et.al..(2003)	Phyllotis.darwini	BMR.cold	no	0.03	2.831	74.4	91.522	Physiological	Ratio	Mammal	Narrowsense
Nespolo.et.al..(2003)	Phyllotis.darwini	NST.warm	no	0.01	0.026	81.2	2.531	Physiological	Ratio	Mammal	Narrowsense
Nespolo.et.al..(2003)	Phyllotis.darwini	NST.cold	no	0.03	1.181	136.8	38.191	Physiological	Ratio	Mammal	Narrowsense
Nespolo.et.al..(2003)	Phyllotis.darwini	MMR.warm	no	0.01	0.105	284.4	10.415	Physiological	Ratio	Mammal	Narrowsense
Nespolo.et.al..(2003)	Phyllotis.darwini	MMR.cold	no	0.01	0.0019	454.8	0.192	Physiological	Ratio	Mammal	Narrowsense
Nespolo.et.al..(2003)	Phyllotis.darwini	Min.thermal.conduct..Warm	no	0.05	3.842	7.4	73.003	Physiological	Ratio	Mammal	Narrowsense
Nespolo.et.al..(2003)	Phyllotis.darwini	Min.thermal.conduct..Cold	no	0.66	43.456	8.7	22.386	Physiological	Ratio	Mammal	Narrowsense
Nespolo.et.al..(2003)	Phyllotis.darwini	FAS.warm	no	0.01	0.000048	4.6	0.0048	Physiological	Ratio	Mammal	Narrowsense
Nespolo.et.al..(2003)	Phyllotis.darwini	FAS.cold	no	0.01	0.00032	6.4	0.031	Physiological	Ratio	Mammal	Narrowsense
Nespolo.et.al..(2005)	Phyllotis.darwini	birth.mass	no	0.57	0.97	3.94	0.732	Size	Weight	Mammal	Narrowsense
Nespolo.et.al..(2005)	Phyllotis.darwini	weaning.mass	no	0.62	4.05	12.28	2.482	Size	Weight	Mammal	Narrowsense
Nespolo.et.al..(2005)	Phyllotis.darwini	growth.rate.	no	0.62	6.38	0.56	3.91	Growth	Ratio	Mammal	Narrowsense
Nespolo.et.al..(2005)	Phyllotis.darwini	adult.mass	no	0.11	0.29	44.37	2.346	Size	Weight	Mammal	Narrowsense
Nespolo.et.al..(2005)	Phyllotis.darwini	BMR	no	0.11	0.41	51.61	3.317	Physiological	Ratio	Mammal	Narrowsense
Nespolo.et.al..(2005)	Phyllotis.darwini	NST.max	no	0.12	0.34	238.66	2.493	Physiological	Ratio	Mammal	Narrowsense
Nespolo.et.al..(2005)	Phyllotis.darwini	NSTc	no	0.17	0.79	187.03	3.857	Physiological	Ratio	Mammal	Narrowsense
Nespolo.et.al..(2005)	Phyllotis.darwini	MMRmax	no	0.46	3.54	429.5	4.156	Physiological	Ratio	Mammal	Narrowsense
Nespolo.et.al..(2005)	Phyllotis.darwini	MMRmean	no	0.69	1.53	284.4	0.687	Physiological	Ratio	Mammal	Narrowsense
Nespolo.et.al..(2005)	Phyllotis.darwini	MMRst	no	0.61	2.94	335	1.88	Physiological	Ratio	Mammal	Narrowsense
Nespolo.et.al..(2005)	Phyllotis.darwini	FAS	no	0.03	0.49	9.25	15.843	Physiological	Ratio	Mammal	Narrowsense
Nilsson.et.al..(2009)	Cyanistes.caeruleus	BMR	no	0.587	0.139886578	2.3	0.098421051	Physiological	Ratio	Bird	Narrowsense
Nilsson.et.al..(2009)	Cyanistes.caeruleus	Body.mass	no	0.084	0.033807998	9.42	0.368668165	Size	Weight	Bird	Narrowsense
Nilsson.et.al..(2009)	Cyanistes.caeruleus	Tarsus.length	no	0	0	19.03	NA	Size	Linear	Bird	Narrowsense
Noach.et.al..(1996)	Drosophila.melanogaster	Male.head.length	no	0.28	0.082	NA	0.212	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	Male.thorax.length	no	0.34	0.06	NA	0.117	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	male.wing.length	no	0.43	0.095	NA	0.125	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	male.head.bristle.distance	no	0.25	0.231	NA	0.693	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	male.thorax.bristle.distgance	no	0.24	0.296	NA	0.938	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	Male.scutellar.bristle.distance	no	0.23	0.144	NA	0.481	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	Female.head.length	no	0.36	0.113	NA	0.201	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	Female.thorax.length	no	0.61	0.099	NA	0.063	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	Female.wing.lentht	no	0.39	0.088	NA	0.138	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	Female.head.bristle.distance	no	0.33	0.386	NA	0.783	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	Female.thorax.bristle.distance	no	0.3	0.383	NA	0.894	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	Female.scutellar.bristle.distance	no	0.27	0.153	NA	0.415	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	Male.head.length	no	0.27	0.051	NA	0.138	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	Male.thorax.length	no	0.43	0.065	NA	0.086	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	male.wing.length	no	0.78	0.141	NA	0.04	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	male.head.bristle.distance	no	0.27	0.162	NA	0.438	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	male.thorax.bristle.distgance	no	0.55	0.524	NA	0.429	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	Male.scutellar.bristle.distance	no	0.35	0.152	NA	0.283	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	Female.head.length	no	0.35	0.067	NA	0.124	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	Female.thorax.length	no	0.53	0.073	NA	0.065	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	Female.wing.lentht	no	0.74	0.162	NA	0.057	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	Female.head.bristle.distance	no	0.34	0.182	NA	0.354	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	Female.thorax.bristle.distance	no	0.46	0.443	NA	0.52	Size	Linear	Insect	Broadsense
Noach.et.al..(1996)	Drosophila.melanogaster	Female.scutellar.bristle.distance	no	0.5	0.229	NA	0.229	Size	Linear	Insect	Broadsense
O'Neil.(1997)	Lythrum.salicaria	initiation.of.flowering	yes	0.093	2.144	NA	20.909	LH	Time	Plant	Narrowsense
O'Neil.(1997)	Lythrum.salicaria	date.last.flowering	yes	0.415	0.476	NA	0.671	LH	Time	Plant	Narrowsense
O'Neil.(1997)	Lythrum.salicaria	seed.per.capsule	yes	0.44	2.942	NA	3.744	Size	Count	Plant	Narrowsense
Ostrowski.et.al..(2002)	Bulinus.truncatus	Aphally.frequence	no	0.68	6.729	0.48	3.167	Shape	Proportion	Mollusc	Fullsib
Ostrowski.et.al..(2002)	Bulinus.truncatus	Size.at.death	no	0.25	1.452	9.42	4.355	Size	Linear	Mollusc	Fullsib
Ostrowski.et.al..(2002)	Bulinus.truncatus	Growth:.kxLmax	no	0.17	0.557	0.21	2.718	Growth	Linear	Mollusc	Fullsib
Ostrowski.et.al..(2002)	Bulinus.truncatus	Growth:.Lmax	no	0.17	0.632	9.8	3.087	Growth	Linear	Mollusc	Fullsib
Ostrowski.et.al..(2002)	Bulinus.truncatus	Age.at.first.reproduction	yes	0.07	0.921	36.4	12.23	LH	Time	Mollusc	Fullsib
Ostrowski.et.al..(2002)	Bulinus.truncatus	Total.n.eggs	yes	0.31	16.211	1063.4	36.083	LH	Count	Mollusc	Fullsib
Ostrowski.et.al..(2002)	Bulinus.truncatus	Total.n.Capsules	yes	0.24	9.177	128.4	29.062	LH	Count	Mollusc	Fullsib
Ostrowski.et.al..(2002)	Bulinus.truncatus	Fertile.life.span	yes	0.22	9.422	141.5	33.404	LH	Time	Mollusc	Fullsib
Ostrowski.et.al..(2002)	Bulinus.truncatus	Eggs.per.day	yes	0.21	6.558	6.8	24.67	LH	Count	Mollusc	Fullsib
Ostrowski.et.al..(2002)	Bulinus.truncatus	Capsules.per.day	yes	0.13	2.218	0.92	14.843	LH	Count	Mollusc	Fullsib
Ostrowski.et.al..(2002)	Bulinus.truncatus	Age.at.last.reproduction	yes	0.2	0.108	179.5	0.433	LH	Time	Mollusc	Fullsib
Ostrowski.et.al..(2002)	Bulinus.truncatus	Life.span	yes	0.23	4.867	201.3	16.294	LH	Time	Mollusc	Fullsib
Parker.&.Garant.(2004)	Gallus.gallus	Female.tarsus.length	no	0.54	0.143040361	59.3	0.121849197	Size	Linear	Bird	Narrowsense
Parker.&.Garant.(2004)	Gallus.gallus	Female.mass	no	0.62	0.820062509	711.9	0.502618957	Size	Weight	Bird	Narrowsense
Parker.&.Garant.(2004)	Gallus.gallus	Male.tarsus.length	no	0.43	0.091423859	71.7	0.121189766	Size	Linear	Bird	Narrowsense
Parker.&.Garant.(2004)	Gallus.gallus	Male.mass	no	0.32	0.383262538	1025.8	0.814432894	Size	Weight	Bird	Narrowsense
Parker.&.Garant.(2004)	Gallus.gallus	Male.comb.length	no	0.39	0.754603866	55.4	1.180277841	Size	Linear	Bird	Narrowsense
Parker.&.Garant.(2004)	Gallus.gallus	Female.tarsus.conditional.on.male.tarsus	no	0	0	59.3	NA	Size	Linear	Bird	Narrowsense
Parker.&.Garant.(2004)	Gallus.gallus	Femal.mass.conditional.on.male.mass	no	0.26	0.341417621	711.9	0.971727075	Size	Weight	Bird	Narrowsense
Parker.&.Garant.(2004)	Gallus.gallus	Male.tarsus.length.conditionalon.female.tarsus.length	no	0	0	71.7	NA	Size	Linear	Bird	Narrowsense
Parker.&.Garant.(2004)	Gallus.gallus	Male.mass.conditionalon.female.mass	no	0.15	0.138293026	1025.8	0.783660483	Size	Weight	Bird	Narrowsense
P?labon.et.al..(2004)	Dalechampia.scandens	FA.ubl	no	-0.02	-0.4	1.93	-0.4	DS	Transformed	Plant	Narrowsense
P?labon.et.al..(2004)	Dalechampia.scandens	FA.lbl	no	0.002	0.04	1.62	19.96	DS	Transformed	Plant	Narrowsense
P?labon.et.al..(2004)	Dalechampia.scandens	FA.gsd	no	0.02	0.38	2.98	18.62	DS	Transformed	Plant	Narrowsense
P?labon.et.al..(2004)	Dalechampia.scandens	FA.gw	no	-0.02	-0.41	3.01	-0.41	DS	Transformed	Plant	Narrowsense
P?labon.et.al..(2004)	Dalechampia.scandens	FA.gh	no	0.03	0.87	2.74	28.13	DS	Transformed	Plant	Narrowsense
P?labon.et.al..(2004)	Dalechampia.scandens	FA.gd	no	-0.05	-0.91	1.96	-0.91	DS	Transformed	Plant	Narrowsense
P?labon.et.al..(2004)	Dalechampia.scandens	FA.sl	no	-0.05	-1.08	1.61	-1.08	DS	Transformed	Plant	Narrowsense
P?labon.et.al..(2004)	Dalechampia.scandens	FA.sw	no	0.03	0.69	1.87	22.31	DS	Transformed	Plant	Narrowsense
P?labon.et.al..(2004)	Dalechampia.scandens	FA.gn	no	-0.04	-2.32	3.33	-2.32	DS	Transformed	Plant	Narrowsense
P?labon.et.al..(2004)	Dalechampia.scandens	FA.ga	no	-0.04	-0.69	3.63	-0.69	DS	Transformed	Plant	Narrowsense
Pelletier.et.al..(2007)	Ovis.canadensis	mass.in.spring	no	0.283	0.215	52.438	0.545	Size	Weight	Mammal	Narrowsense
Pelletier.et.al..(2007)	Ovis.canadensis	mass.in.autumn	no	0.365	0.166	67.735	0.288	Size	Weight	Mammal	Narrowsense
Perez.&.Garcia.(2002)	Drosophila.melanogaster	Biomass	no	0.052	32.28	2.55	588.487	Size	Weight	Insect	Narrowsense
Perez.&.Garcia.(2002)	Drosophila.melanogaster	Weight	no	0.376	4.526	5.676	7.511	Size	Weight	Insect	Narrowsense
Perez.&.Garcia.(2002)	Drosophila.melanogaster	Developing.time	yes	0.483	0.469	17.366	0.502	LH	Time	Insect	Narrowsense
Perez.&.Garcia.(2002)	Drosophila.melanogaster	Biomass	no	0.088	1.135	42.752	11.766	Size	Weight	Insect	Narrowsense
Perez.&.Garcia.(2002)	Drosophila.melanogaster	Weight	no	0.313	1.677	8.819	3.68	Size	Weight	Insect	Narrowsense
Perez.&.Garcia.(2002)	Drosophila.melanogaster	Developing.time	no	0.416	0.514	13.345	0.722	LH	Time	Insect	Narrowsense
Perez.&.Garcia.(2002)	Drosophila.melanogaster	Biomass	no	0.152	2.207	91.213	12.312	Size	Weight	Insect	Narrowsense
Perez.&.Garcia.(2002)	Drosophila.melanogaster	Weight	no	0.576	1.039	14.049	0.765	Size	Weight	Insect	Narrowsense
Perez.&.Garcia.(2002)	Drosophila.melanogaster	Developing.time	no	0.583	3.806	10.195	2.722	LH	Time	Insect	Narrowsense
Perry.et.al.(2004)	Salvelinus.fontinalis	embryonic.length..(EL)	no	0	0	53.8	NA	Size	Linear	Fish	Narrowsense
Perry.et.al.(2004)	Salvelinus.fontinalis	yolk.sac.length.(YSL)	no	0	0	4.38	NA	Size	Linear	Fish	Narrowsense
Perry.et.al.(2004)	Salvelinus.fontinalis	Alevin.length.(AL)	no	0.139	0.038219829	5.11	0.23674297	Size	Linear	Fish	Narrowsense
Pettay.et.al.(2008)	Homo.sapiens	early.fecundity	yes	0.13	7.209	2.7	48.246	LH	Count	Mammal	Narrowsense
Pettay.et.al..(2008)	Homo.sapiens	late.fecundity	yes	0.25	9.986	3.5	29.957	LH	Count	Mammal	Narrowsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	growth.1985	no	0.135	0.056	3.58	0.36	Growth	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	growth.1986	no	0.218	0.197	2.41	0.706	Growth	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	growth.1987	no	0.537	0.677	3.61	0.584	Growth	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	reprod..Output.1985	yes	0.23	0.057	0.93	0.191	LH	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	reprod..Output.1986	yes	0	0	1.05	NA	LH	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	reprod..Output.1987	yes	0.739	0.667	2.39	0.235	LH	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	growth.1985	no	0	0	3.76	NA	Growth	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	growth.1986	no	0	0	3.57	NA	Growth	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	growth.1987	no	0	0	4.58	NA	Growth	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	reprod..Output.1985	yes	0.265	0.074	0.62	0.205	LH	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	reprod..Output.1986	yes	0.054	0.05	1.57	0.872	LH	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	reprod..Output.1987	yes	0.369	0.432	2.14	0.739	LH	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	growth.1985	no	0	0	2.78	NA	Growth	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	growth.1986	no	0.188	0.265	4.71	1.144	Growth	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	growth.1987	no	0.231	0.52	9.27	1.728	Growth	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	reprod..Output.1985	yes	0	0	0.96	NA	LH	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	reprod..Output.1986	yes	0.07	0.073	2.6	0.968	LH	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	reprod..Output.1987	yes	0.147	0.261	5.52	1.519	LH	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	growth.1985	no	0.048	0.019	3.13	0.38	Growth	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	growth.1986	no	0.139	0.2	4.41	1.24	Growth	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	growth.1987	no	0.107	0.19	9.54	1.591	Growth	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	reprod..Output.1985	yes	0.048	0.011	0.7	0.22	LH	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	reprod..Output.1986	yes	0.134	0.142	2.21	0.919	LH	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1992)	Anthoxanthum.odoratum	reprod..Output.1987	yes	0.071	0.12	4.95	1.579	LH	Count	Plant	Broadsense
Platenkamp.&.Shaw.(1993)	Nemophila.menziesii	seed.weight	no	0.01	0.121	2.337	12.523	Size	Weight	Plant	Narrowsense
Podolsky.et.al..(1997	Clarkia.dudleyana	petal.length	no	0.313	0.439	16.326	0.964	Size	Transformed	Plant	Narrowsense
Podolsky.et.al..(1997	Clarkia.dudleyana	ovary.length	no	0.311	0.623	17.802	1.378	Size	Transformed	Plant	Narrowsense
Podolsky.et.al..(1997	Clarkia.dudleyana	hypanthium.length	no	0.753	1.806	2.486	0.593	Size	Transformed	Plant	Narrowsense
Podolsky.et.al..(1997	Clarkia.dudleyana	petal.length	no	0.005	0.01	17.678	2.061	Size	Transformed	Plant	Narrowsense
Podolsky.et.al..(1997	Clarkia.dudleyana	ovary.length	no	0.23	0.812	19.176	2.724	Size	Transformed	Plant	Narrowsense
Podolsky.et.al..(1997	Clarkia.dudleyana	hypanthium.length	no	0.529	2.183	2.624	1.943	Size	Transformed	Plant	Narrowsense
Polak.&.Starmer.(2001)	Drosophila.falleni	FA.anterior.sternopleur..Bristles	no	0.007	0.663	0.738	93.994	DS	Count	Insect	Broadsense
Polak.&.Starmer.(2001)	Drosophila.falleni	FA.transvers.sternopleur..Bristles	no	0.024	1.732	1.07	70.429	DS	Count	Insect	Broadsense
Polak.&.Starmer.(2001)	Drosophila.falleni	PFA1	no	0.132	9.048	0.1	59.498	DS	Count	Insect	Broadsense
Polak.&.Starmer.(2001)	Drosophila.falleni	PFA2	no	0.209	20.124	0.225	76.164	DS	Count	Insect	Broadsense
Polak.&.Starmer.(2001)	Drosophila.falleni	anterior.sternopleur.bristles	no	1.049	19.918	4.301	-0.93	Size	Count	Insect	Broadsense
Polak.&.Starmer.(2001)	Drosophila.falleni	transvers.sternopleur.bristles	no	0.814	5.476	9.808	1.251	Size	Count	Insect	Broadsense
Polak.&.Starmer.(2001)	Drosophila.falleni	total.sternopleur.bristles	no	0.726	4.326	14.105	1.633	Size	Count	Insect	Broadsense
Radwan.(1998)	Rhizoglyphus.robini	Fertilization.success	yes	0.284	9.044	0.381	22.8	Behavior	Proportion	Arachnid	Narrowsense
Rauter.&.Moore.(2002)	Nicrophorus.pustulatus	Larval.mass.72h	no	0.24	1.34	307.3	4.242	Size	Weight	Insect	Fullsib
Rauter.&.Moore.(2002)	Nicrophorus.pustulatus	Larval.mass.dispersal	no	0.35	0.855	402.4	1.588	Size	Weight	Insect	Fullsib
Rauter.&.Moore.(2002)	Nicrophorus.pustulatus	Adult.mass.at.emergence	no	0.27	0.796	346.5	2.153	Size	Weight	Insect	Fullsib
Reale.&.Festa-Bianchet.(2000)	Ovis.canadensis	Body.mass	no	0.61	0.299	69.57	0.191	Size	Weight	Mammal	Narrowsense
Reale.&.Festa-Bianchet.(2000)	Ovis.canadensis	Maternal.expenditure.(lamb.mass)	no	0.14	0.013	26.51	0.077	LH	Weight	Mammal	Narrowsense
Reale.&.Festa-Bianchet.(2000)	Ovis.canadensis	Relative.maternal.expenditure.(lambmass/mother.mass)	no	0.54	0.098	0.67	0.083	LH	Weight	Mammal	Narrowsense
Reale.et.al..(2003)	Tamiasciurus.hudsonicus	Litter.size	yes	0.15	2.313	2.1	13.109	LH	Count	Mammal	Narrowsense
Ritland.&.Ritland.(1996)	Mimulus.guttatus	corolla.width	no	0.34	0.983	18.41	1.907	Size	Linear	Plant	Narrowsense
Ritland.&.Ritland.(1996)	Mimulus.guttatus	calyx.width	no	0.1	0.324	5.66	2.916	Size	Linear	Plant	Narrowsense
Ritland.&.Ritland.(1996)	Mimulus.guttatus	corolla.shape.	no	0.2	0.512	0.9	2.048	Shape	Ratio	Plant	Narrowsense
Ritland.&.Ritland.(1996)	Mimulus.guttatus	calyx.shape.	no	0.23	0.589	2.03	1.971	Shape	Ratio	Plant	Narrowsense
Ritland.&.Ritland.(1996)	Mimulus.guttatus	corolla.width	no	0.42	1.214	19.04	1.676	Size	Linear	Plant	Narrowsense
Ritland.&.Ritland.(1996)	Mimulus.guttatus	calyx.width	no	0.36	1.166	5.69	2.074	Size	Linear	Plant	Narrowsense
Ritland.&.Ritland.(1996)	Mimulus.guttatus	corolla.shape.	no	0.36	0.436	0.99	0.774	Shape	Ratio	Plant	Narrowsense
Ritland.&.Ritland.(1996)	Mimulus.guttatus	calyx.shape.	no	0	0	2.02	NA	Shape	Ratio	Plant	Narrowsense
Rodriguez.&.Greenfield.(2003)	Achroia.grisella	femur.length	no	0.48	0.096	2.25	0.104	Size	Linear	Insect	Fullsib
Rodriguez.&.Greenfield.(2003)	Achroia.grisella	ear.width	no	0.29	0.17	0.57	0.417	Size	Linear	Insect	Fullsib
Rodriguez.&.Greenfield.(2003)	Achroia.grisella	pulse.rate	no	0.22	3.8	69.3	13.474	Behavior	Ratio	Insect	Fullsib
Rodriguez.&.Greenfield.(2003)	Achroia.grisella	development.time.	yes	0.13	0.342	51.4	2.289	LH	Time	Insect	Fullsib
